,order_number,quantity_ordered,price_each,order_line_number,sales,order_date,days_since_lastorder,status,product_line,msrp,product_code,customer_name,city,country,deal_size,contact_fullname
634,10207,44,160.46,6,7060.24,2018-12-09,1174,Shipped,Classic Cars,163,S18_2238,Diecast Collectables,Boston,USA,Large,Valarie Franco
635,10219,43,196.48,1,8448.64,2019-02-10,1112,Shipped,Classic Cars,163,S18_2238,Signal Collectibles Ltd.,Brisbane,USA,Large,Sue Taylor
636,10230,49,148.99,8,7300.51,2019-03-15,1080,Shipped,Classic Cars,163,S18_2238,"Blauer See Auto, Co.",Frankfurt,Germany,Large,Roland Keitel
637,10246,40,163.73,4,6549.2,2019-05-05,1030,Shipped,Classic Cars,163,S18_2238,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
638,10259,30,189.93,3,5697.9,2019-06-15,990,Shipped,Classic Cars,163,S18_2238,Handji Gifts& Co,Singapore,Singapore,Medium,Wendy Victorino
639,10271,50,183.38,4,9169.0,2019-07-20,956,Shipped,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,Valarie Nelson
640,10282,23,140.81,13,3238.63,2019-08-20,926,Shipped,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
641,10292,26,175.19,7,4554.94,2019-09-08,908,Shipped,Classic Cars,163,S18_2238,Land of Toys Inc.,NYC,USA,Medium,Kwai Yu
642,10305,27,145.72,4,3934.44,2019-10-13,874,Shipped,Classic Cars,163,S18_2238,Marta's Replicas Co.,Cambridge,USA,Medium,Marta Hernandez
643,10314,42,137.53,13,5776.26,2019-10-22,866,Shipped,Classic Cars,163,S18_2238,Heintze Collectables,Aaarhus,Denmark,Medium,Palle Ibsen
644,10324,47,153.35,8,7207.45,2019-11-05,853,Shipped,Classic Cars,163,S18_2238,Vitachrome Inc.,NYC,USA,Large,Michael Frick
645,10336,49,152.26,6,7460.74,2019-11-20,839,Shipped,Classic Cars,163,S18_2238,"La Corne D'abondance, Co.",Paris,France,Large,Marie Bertrand
646,10349,38,176.83,8,6719.54,2019-12-01,829,Shipped,Classic Cars,163,S18_2238,Muscle Machine Inc,NYC,USA,Medium,Jeff Young
647,10358,20,121.4,10,2428.0,2019-12-10,821,Shipped,Classic Cars,163,S18_2238,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
648,10371,25,104.09,7,2602.25,2020-01-23,778,Shipped,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
649,10382,25,88.0,5,2200.0,2020-02-17,754,Shipped,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
650,10412,41,163.73,4,6712.93,2020-05-03,679,Shipped,Classic Cars,163,S18_2238,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
651,10425,28,189.93,3,5318.04,2020-05-31,652,In Process,Classic Cars,163,S18_2238,La Rochelle Gifts,Nantes,France,Medium,Janine Labrune
652,10100,50,67.8,2,3390.0,2018-01-06,1529,Shipped,Vintage Cars,60,S18_2248,Online Diecast Creations Co.,Nashua,USA,Medium,Valarie Young
653,10110,32,50.25,6,1608.0,2018-03-18,1459,Shipped,Vintage Cars,60,S18_2248,"AV Stores, Co.",Manchester,UK,Small,Victoria Ashworth
654,10124,42,53.88,5,2262.96,2018-05-21,1396,Shipped,Vintage Cars,60,S18_2248,Signal Gift Stores,Las Vegas,USA,Small,Sue King
655,10149,24,62.36,10,1496.64,2018-09-12,1283,Shipped,Vintage Cars,60,S18_2248,Signal Collectibles Ltd.,Brisbane,USA,Small,Sue Taylor
656,10173,26,57.51,12,1495.26,2018-11-05,1230,Shipped,Vintage Cars,60,S18_2248,Rovelli Gifts,Bergamo,Italy,Small,Giovanni Rovelli
657,10182,38,61.15,9,2323.7,2018-11-12,1224,Shipped,Vintage Cars,60,S18_2248,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
658,10193,42,59.33,13,2491.86,2018-11-21,1216,Shipped,Vintage Cars,60,S18_2248,"Australian Collectables, Ltd",Glen Waverly,Australia,Small,Sean Connery
659,10204,23,71.44,3,1643.12,2018-12-02,1206,Shipped,Vintage Cars,60,S18_2248,Muscle Machine Inc,NYC,USA,Small,Jeff Young
660,10214,21,62.96,6,1322.16,2019-01-26,1152,Shipped,Vintage Cars,60,S18_2248,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,Mart¡n Sommer
661,10227,28,50.85,9,1423.8,2019-03-02,1118,Shipped,Vintage Cars,60,S18_2248,"Saveley & Henriot, Co.",Lyon,France,Small,Mary Saveley
662,10241,33,72.65,1,2397.45,2019-04-13,1077,Shipped,Vintage Cars,60,S18_2248,Mini Caravy,Strasbourg,France,Small,Frederique Citeaux
663,10280,25,62.96,15,1574.0,2019-08-17,952,Shipped,Vintage Cars,60,S18_2248,Amica Models & Co.,Torino,Italy,Small,Paolo Accorti
664,10288,28,61.75,4,1729.0,2019-09-01,938,Shipped,Vintage Cars,60,S18_2248,Handji Gifts& Co,Singapore,Singapore,Small,Wendy Victorino
665,10303,46,49.04,2,2255.84,2019-10-06,904,Shipped,Vintage Cars,60,S18_2248,"Iberia Gift Imports, Corp.",Sevilla,Spain,Small,Jose Pedro Roel
666,10312,30,61.15,16,1834.5,2019-10-21,890,Shipped,Vintage Cars,60,S18_2248,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
667,10332,38,84.25,9,3201.5,2019-11-17,864,Shipped,Vintage Cars,60,S18_2248,"AV Stores, Co.",Manchester,UK,Medium,Victoria Ashworth
668,10344,40,56.91,2,2276.4,2019-11-25,857,Shipped,Vintage Cars,60,S18_2248,Marseille Mini Autos,Marseille,France,Small,Laurence Lebihan
669,10367,45,197.44,4,8884.8,2020-01-12,810,Resolved,Vintage Cars,60,S18_2248,Toys4GrownUps.com,Pasadena,USA,Large,Julie Young
670,10379,27,49.3,1,1331.1,2020-02-10,782,Shipped,Vintage Cars,60,S18_2248,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
671,10407,42,72.65,1,3051.3,2020-04-22,711,On Hold,Vintage Cars,60,S18_2248,The Sharp Gifts Warehouse,San Jose,USA,Medium,Sue Frick
672,10420,36,63.57,4,2288.52,2020-05-29,675,In Process,Vintage Cars,60,S18_2248,Souveniers And Things Co.,Chatswood,Australia,Small,Adrian Huxley
673,10104,29,130.09,12,3772.61,2018-01-31,1525,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
674,10114,39,106.78,3,4164.42,2018-04-01,1466,Shipped,Trucks and Buses,122,S18_2319,"La Corne D'abondance, Co.",Paris,France,Medium,Marie Bertrand
675,10127,45,139.91,14,6295.95,2018-06-03,1404,Shipped,Trucks and Buses,122,S18_2319,Muscle Machine Inc,NYC,USA,Medium,Jeff Young
676,10141,47,133.78,8,6287.66,2018-08-01,1346,Shipped,Trucks and Buses,122,S18_2319,Suominen Souveniers,Espoo,Finland,Medium,Kalle Suominen
677,10151,49,110.46,6,5412.54,2018-09-21,1296,Shipped,Trucks and Buses,122,S18_2319,"Oulu Toy Supplies, Inc.",Oulu,Finland,Medium,Pirkko Koskitalo
678,10165,46,130.09,15,5984.14,2018-10-22,1266,Shipped,Trucks and Buses,122,S18_2319,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,Eric Natividad
679,10175,48,122.73,4,5891.04,2018-11-06,1252,Shipped,Trucks and Buses,122,S18_2319,"Stylish Desk Decors, Co.",London,UK,Medium,Ann Brown
680,10184,46,130.09,9,5984.14,2018-11-14,1245,Shipped,Trucks and Buses,122,S18_2319,"Iberia Gift Imports, Corp.",Sevilla,Spain,Medium,Jose Pedro Roel
681,10195,35,103.09,9,3608.15,2018-11-25,1235,Shipped,Trucks and Buses,122,S18_2319,Mini Classics,White Plains,USA,Medium,Steve Frick
682,10207,43,133.78,10,5752.54,2018-12-09,1222,Shipped,Trucks and Buses,122,S18_2319,Diecast Collectables,Boston,USA,Medium,Valarie Franco
683,10229,26,144.82,4,3765.32,2019-03-11,1131,Shipped,Trucks and Buses,122,S18_2319,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
684,10246,22,98.18,8,2159.96,2019-05-05,1077,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
685,10259,34,99.41,7,3379.94,2019-06-15,1037,Shipped,Trucks and Buses,122,S18_2319,Handji Gifts& Co,Singapore,Singapore,Medium,Wendy Victorino
686,10271,50,101.87,8,5093.5,2019-07-20,1003,Shipped,Trucks and Buses,122,S18_2319,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
687,10281,48,120.28,4,5773.44,2019-08-19,974,Shipped,Trucks and Buses,122,S18_2319,Diecast Classics Inc.,Allentown,USA,Medium,Kyung Yu
688,10292,41,110.46,11,4528.86,2019-09-08,955,Shipped,Trucks and Buses,122,S18_2319,Land of Toys Inc.,NYC,USA,Medium,Kwai Yu
689,10305,36,133.78,8,4816.08,2019-10-13,921,Shipped,Trucks and Buses,122,S18_2319,Marta's Replicas Co.,Cambridge,USA,Medium,Marta Hernandez
690,10313,29,117.82,2,3416.78,2019-10-22,913,Shipped,Trucks and Buses,122,S18_2319,Canadian Gift Exchange Network,Vancouver,Canada,Medium,Yoshi Tannamuri
691,10324,33,37.48,10,1236.84,2019-11-05,900,Shipped,Trucks and Buses,122,S18_2319,Vitachrome Inc.,NYC,USA,Small,Michael Frick
692,10334,46,126.41,6,5814.86,2019-11-19,887,On Hold,Trucks and Buses,122,S18_2319,"Volvo Model Replicas, Co",Lule,Sweden,Medium,Christina Berglund
693,10349,38,137.46,7,5223.48,2019-12-01,876,Shipped,Trucks and Buses,122,S18_2319,Muscle Machine Inc,NYC,USA,Medium,Jeff Young
694,10358,20,36.42,11,728.4,2019-12-10,868,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
695,10370,22,179.5,5,3949.0,2020-01-20,828,Shipped,Trucks and Buses,122,S18_2319,"Anna's Decorations, Ltd",North Sydney,Australia,Medium,Anna O'Hara
696,10383,27,142.37,11,3843.99,2020-02-22,796,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
697,10412,56,98.18,8,5498.08,2020-05-03,726,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
698,10425,38,99.41,7,3777.58,2020-05-31,699,In Process,Trucks and Buses,122,S18_2319,La Rochelle Gifts,Nantes,France,Medium,Janine Labrune
699,10101,25,151.28,4,3782.0,2018-01-09,1573,Shipped,Vintage Cars,127,S18_2325,"Blauer See Auto, Co.",Frankfurt,Germany,Medium,Roland Keitel
700,10110,33,116.96,4,3859.68,2018-03-18,1506,Shipped,Vintage Cars,127,S18_2325,"AV Stores, Co.",Manchester,UK,Medium,Victoria Ashworth
701,10124,42,105.52,3,4431.84,2018-05-21,1443,Shipped,Vintage Cars,127,S18_2325,Signal Gift Stores,Las Vegas,USA,Medium,Sue King
702,10149,33,150.01,8,4950.33,2018-09-12,1330,Shipped,Vintage Cars,127,S18_2325,Signal Collectibles Ltd.,Brisbane,USA,Medium,Sue Taylor
703,10173,31,144.93,10,4492.83,2018-11-05,1277,Shipped,Vintage Cars,127,S18_2325,Rovelli Gifts,Bergamo,Italy,Medium,Giovanni Rovelli
704,10182,20,110.6,7,2212.0,2018-11-12,1271,Shipped,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
705,10193,44,105.52,11,4642.88,2018-11-21,1263,Shipped,Vintage Cars,127,S18_2325,"Australian Collectables, Ltd",Glen Waverly,Australia,Medium,Sean Connery
706,10204,26,123.32,1,3206.32,2018-12-02,1253,Shipped,Vintage Cars,127,S18_2325,Muscle Machine Inc,NYC,USA,Medium,Jeff Young
707,10214,27,133.49,4,3604.23,2019-01-26,1199,Shipped,Vintage Cars,127,S18_2325,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium,Mart¡n Sommer
708,10227,46,152.56,7,7017.76,2019-03-02,1165,Shipped,Vintage Cars,127,S18_2325,"Saveley & Henriot, Co.",Lyon,France,Large,Mary Saveley
709,10243,47,130.94,2,6154.18,2019-04-26,1111,Shipped,Vintage Cars,127,S18_2325,Diecast Collectables,Boston,USA,Medium,Valarie Franco
710,10280,37,128.4,13,4750.8,2019-08-17,999,Shipped,Vintage Cars,127,S18_2325,Amica Models & Co.,Torino,Italy,Medium,Paolo Accorti
711,10288,31,123.32,2,3822.92,2019-09-01,985,Shipped,Vintage Cars,127,S18_2325,Handji Gifts& Co,Singapore,Singapore,Medium,Wendy Victorino
712,10304,24,101.7,17,2440.8,2019-10-11,946,Shipped,Vintage Cars,127,S18_2325,Auto Assoc. & Cie.,Versailles,France,Small,Daniel Tonini
713,10312,31,152.56,14,4729.36,2019-10-21,937,Shipped,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
714,10322,50,250.73,6,12536.5,2019-11-04,924,Shipped,Vintage Cars,127,S18_2325,Online Diecast Creations Co.,Nashua,USA,Large,Valarie Young
715,10332,35,64.69,8,2264.15,2019-11-17,912,Shipped,Vintage Cars,127,S18_2325,"AV Stores, Co.",Manchester,UK,Small,Victoria Ashworth
716,10344,30,130.94,3,3928.2,2019-11-25,905,Shipped,Vintage Cars,127,S18_2325,Marseille Mini Autos,Marseille,France,Medium,Laurence Lebihan
717,10356,29,125.18,3,3630.22,2019-12-09,892,Shipped,Vintage Cars,127,S18_2325,Lyon Souveniers,Paris,France,Medium,Daniel Da Cunha
718,10367,27,155.41,5,4196.07,2020-01-12,859,Resolved,Vintage Cars,127,S18_2325,Toys4GrownUps.com,Pasadena,USA,Medium,Julie Young
719,10380,40,123.29,10,4931.6,2020-02-16,825,Shipped,Vintage Cars,127,S18_2325,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
720,10390,31,98.99,16,3068.69,2020-03-04,809,Shipped,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
721,10409,6,130.94,2,785.64,2020-04-23,760,Shipped,Vintage Cars,127,S18_2325,Handji Gifts& Co,Singapore,Singapore,Small,Wendy Victorino
722,10420,45,110.6,2,4977.0,2020-05-29,725,In Process,Vintage Cars,127,S18_2325,Souveniers And Things Co.,Chatswood,Australia,Medium,Adrian Huxley
723,10103,22,54.09,2,1189.98,2018-01-29,1577,Shipped,Trucks and Buses,60,S18_2432,Baane Mini Imports,Stavern,Norway,Small,Jonas Bergulfsen
724,10114,45,68.67,6,3090.15,2018-04-01,1516,Shipped,Trucks and Buses,60,S18_2432,"La Corne D'abondance, Co.",Paris,France,Medium,Marie Bertrand
725,10126,43,65.02,2,2795.86,2018-05-28,1460,Shipped,Trucks and Buses,60,S18_2432,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,Mart¡n Sommer
726,10140,46,61.99,2,2851.54,2018-07-24,1404,Shipped,Trucks and Buses,60,S18_2432,Technics Stores Inc.,Burlingame,USA,Small,Juri Hirano
727,10151,39,69.28,9,2701.92,2018-09-21,1346,Shipped,Trucks and Buses,60,S18_2432,"Oulu Toy Supplies, Inc.",Oulu,Finland,Small,Pirkko Koskitalo
728,10165,31,71.1,18,2204.1,2018-10-22,1316,Shipped,Trucks and Buses,60,S18_2432,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,Eric Natividad
729,10175,41,69.28,7,2840.48,2018-11-06,1302,Shipped,Trucks and Buses,60,S18_2432,"Stylish Desk Decors, Co.",London,UK,Small,Ann Brown
730,10184,44,60.16,12,2647.04,2018-11-14,1295,Shipped,Trucks and Buses,60,S18_2432,"Iberia Gift Imports, Corp.",Sevilla,Spain,Small,Jose Pedro Roel
731,10194,45,70.49,2,3172.05,2018-11-25,1285,Shipped,Trucks and Buses,60,S18_2432,"Saveley & Henriot, Co.",Lyon,France,Medium,Mary Saveley
732,10207,37,69.89,13,2585.93,2018-12-09,1272,Shipped,Trucks and Buses,60,S18_2432,Diecast Collectables,Boston,USA,Small,Valarie Franco
733,10217,35,61.38,2,2148.3,2019-02-04,1216,Shipped,Trucks and Buses,60,S18_2432,Handji Gifts& Co,Singapore,Singapore,Small,Wendy Victorino
734,10229,28,59.55,7,1667.4,2019-03-11,1182,Shipped,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
735,10246,30,61.99,11,1859.7,2019-05-05,1128,Shipped,Trucks and Buses,60,S18_2432,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
736,10259,30,49.22,10,1476.6,2019-06-15,1088,Shipped,Trucks and Buses,60,S18_2432,Handji Gifts& Co,Singapore,Singapore,Small,Wendy Victorino
737,10271,25,69.28,11,1732.0,2019-07-20,1054,Shipped,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
738,10281,29,57.73,7,1674.17,2019-08-19,1025,Shipped,Trucks and Buses,60,S18_2432,Diecast Classics Inc.,Allentown,USA,Small,Kyung Yu
739,10291,26,57.73,2,1500.98,2019-09-08,1006,Shipped,Trucks and Buses,60,S18_2432,Scandinavian Gift Ideas,Boras,Sweden,Small,Maria Larsson
740,10305,41,53.48,11,2192.68,2019-10-13,972,Shipped,Trucks and Buses,60,S18_2432,Marta's Replicas Co.,Cambridge,USA,Small,Marta Hernandez
741,10313,34,52.87,5,1797.58,2019-10-22,964,Shipped,Trucks and Buses,60,S18_2432,Canadian Gift Exchange Network,Vancouver,Canada,Small,Yoshi Tannamuri
742,10322,35,61.21,11,2142.35,2019-11-04,952,Shipped,Trucks and Buses,60,S18_2432,Online Diecast Creations Co.,Nashua,USA,Small,Valarie Young
743,10334,34,61.38,1,2086.92,2019-11-19,938,On Hold,Trucks and Buses,60,S18_2432,"Volvo Model Replicas, Co",Lule,Sweden,Small,Christina Berglund
744,10347,50,136.69,8,6834.5,2019-11-29,929,Shipped,Trucks and Buses,60,S18_2432,"Australian Collectors, Co.",Melbourne,Australia,Medium,Peter Ferguson
745,10357,41,61.99,7,2541.59,2019-12-10,919,Shipped,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
746,10370,22,96.86,7,2130.92,2020-01-20,879,Shipped,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",North Sydney,Australia,Small,Anna O'Hara
747,10391,44,38.5,5,1694.0,2020-03-09,831,Shipped,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",North Sydney,Australia,Small,Anna O'Hara
748,10412,47,61.99,11,2913.53,2020-05-03,777,Shipped,Trucks and Buses,60,S18_2432,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
749,10425,19,49.22,10,935.18,2020-05-31,750,In Process,Trucks and Buses,60,S18_2432,La Rochelle Gifts,Nantes,France,Small,Janine Labrune
750,10106,34,90.39,2,3073.26,2018-02-17,1585,Shipped,Planes,84,S18_2581,Rovelli Gifts,Bergamo,Italy,Medium,Giovanni Rovelli
751,10120,29,71.81,8,2082.49,2018-04-29,1515,Shipped,Planes,84,S18_2581,"Australian Collectors, Co.",Melbourne,Australia,Small,Peter Ferguson
752,10133,49,69.27,3,3394.23,2018-06-27,1457,Shipped,Planes,84,S18_2581,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
753,10145,30,85.32,14,2559.6,2018-08-25,1399,Shipped,Planes,84,S18_2581,Toys4GrownUps.com,Pasadena,USA,Small,Julie Young
754,10168,21,70.96,9,1490.16,2018-10-28,1336,Shipped,Planes,84,S18_2581,Technics Stores Inc.,Burlingame,USA,Small,Juri Hirano
755,10210,50,76.88,7,3844.0,2019-01-12,1261,Shipped,Planes,84,S18_2581,Osaka Souveniers Co.,Osaka,Japan,Medium,Mory Kentary
756,10223,47,100.53,9,4724.91,2019-02-20,1223,Shipped,Planes,84,S18_2581,"Australian Collectors, Co.",Melbourne,Australia,Medium,Peter Ferguson
757,10235,24,76.03,3,1824.72,2019-04-02,1183,Shipped,Planes,84,S18_2581,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small,Elizabeth Lincoln
758,10250,27,98.84,4,2668.68,2019-05-11,1145,Shipped,Planes,84,S18_2581,The Sharp Gifts Warehouse,San Jose,USA,Small,Sue Frick
759,10263,33,86.17,10,2843.61,2019-06-28,1098,Shipped,Planes,84,S18_2581,Gift Depot Inc.,Bridgewater,USA,Small,Julie King
760,10275,35,90.39,9,3163.65,2019-07-23,1074,Shipped,Planes,84,S18_2581,La Rochelle Gifts,Nantes,France,Medium,Janine Labrune
761,10284,31,71.81,1,2226.11,2019-08-21,1046,Shipped,Planes,84,S18_2581,"Norway Gifts By Mail, Co.",Oslo,Norway,Small,Jan Klaeboe
762,10297,25,82.79,4,2069.75,2019-09-16,1021,Shipped,Planes,84,S18_2581,"Clover Collections, Co.",Dublin,Ireland,Small,Dean Cassidy
763,10308,27,82.79,7,2235.33,2019-10-15,993,Shipped,Planes,84,S18_2581,Mini Classics,White Plains,USA,Small,Steve Frick
764,10318,31,100.53,9,3116.43,2019-11-02,976,Shipped,Planes,84,S18_2581,Diecast Classics Inc.,Allentown,USA,Medium,Kyung Yu
765,10327,45,106.26,8,4781.7,2019-11-10,969,Resolved,Planes,84,S18_2581,Danish Wholesale Imports,Kobenhavn,Denmark,Medium,Jytte Petersen
766,10339,27,104.1,2,2810.7,2019-11-23,957,Shipped,Planes,84,S18_2581,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,Akiko Shimamura
767,10353,27,130.21,1,3515.67,2019-12-04,947,Shipped,Planes,84,S18_2581,Gift Ideas Corp.,Glendale,USA,Medium,Dan Lewis
768,10374,42,69.27,2,2909.34,2020-02-02,888,Shipped,Planes,84,S18_2581,"Australian Gift Network, Co",South Brisbane,Australia,Small,Tony Calaghan
769,10386,21,74.77,18,1570.17,2020-03-01,861,Resolved,Planes,84,S18_2581,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
770,10398,34,76.88,15,2613.92,2020-03-30,833,Shipped,Planes,84,S18_2581,Reims Collectables,Reims,France,Small,Paul Henriot
771,10401,42,76.03,3,3193.26,2020-04-03,830,On Hold,Planes,84,S18_2581,Tekni Collectables Inc.,Newark,USA,Medium,William Brown
772,10416,15,98.84,4,1482.6,2020-05-10,794,Shipped,Planes,84,S18_2581,L'ordine Souveniers,Reggio Emilia,Italy,Small,Maurizio Moroni
773,10107,29,70.87,6,2055.23,2018-02-24,1601,Shipped,Motorcycles,60,S18_2625,Land of Toys Inc.,NYC,USA,Small,Kwai Yu
774,10120,46,58.15,4,2674.9,2018-04-29,1538,Shipped,Motorcycles,60,S18_2625,"Australian Collectors, Co.",Melbourne,Australia,Small,Peter Ferguson
775,10134,30,61.78,6,1853.4,2018-07-01,1476,Shipped,Motorcycles,60,S18_2625,Lyon Souveniers,Paris,France,Small,Daniel Da Cunha
776,10145,30,49.67,10,1490.1,2018-08-25,1422,Shipped,Motorcycles,60,S18_2625,Toys4GrownUps.com,Pasadena,USA,Small,Julie Young
777,10168,46,61.18,5,2814.28,2018-10-28,1359,Shipped,Motorcycles,60,S18_2625,Technics Stores Inc.,Burlingame,USA,Small,Juri Hirano
778,10180,25,64.2,13,1605.0,2018-11-11,1346,Shipped,Motorcycles,60,S18_2625,Daedalus Designs Imports,Lille,France,Small,Martine Rance
779,10188,32,65.42,5,2093.44,2018-11-18,1340,Shipped,Motorcycles,60,S18_2625,Herkku Gifts,Bergen,Norway,Small,Veysel Oeztan
780,10210,40,49.67,3,1986.8,2019-01-12,1286,Shipped,Motorcycles,60,S18_2625,Osaka Souveniers Co.,Osaka,Japan,Small,Mory Kentary
781,10223,28,60.57,5,1695.96,2019-02-20,1248,Shipped,Motorcycles,60,S18_2625,"Australian Collectors, Co.",Melbourne,Australia,Small,Peter Ferguson
782,10236,23,55.72,2,1281.56,2019-04-03,1207,Shipped,Motorcycles,60,S18_2625,Motor Mint Distributors Inc.,Philadelphia,USA,Small,Rosa Hernandez
783,10251,29,61.18,6,1774.22,2019-05-18,1163,Shipped,Motorcycles,60,S18_2625,Tekni Collectables Inc.,Newark,USA,Small,William Brown
784,10263,34,58.75,6,1997.5,2019-06-28,1123,Shipped,Motorcycles,60,S18_2625,Gift Depot Inc.,Bridgewater,USA,Small,Julie King
785,10275,37,63.6,5,2353.2,2019-07-23,1099,Shipped,Motorcycles,60,S18_2625,La Rochelle Gifts,Nantes,France,Small,Janine Labrune
786,10285,20,49.06,10,981.2,2019-08-27,1065,Shipped,Motorcycles,60,S18_2625,Marta's Replicas Co.,Cambridge,USA,Small,Marta Hernandez
787,10298,32,48.46,2,1550.72,2019-09-27,1035,Shipped,Motorcycles,60,S18_2625,Atelier graphique,Nantes,France,Small,Carine Schmitt
788,10308,34,52.09,3,1771.06,2019-10-15,1018,Shipped,Motorcycles,60,S18_2625,Mini Classics,White Plains,USA,Small,Steve Frick
789,10318,42,52.7,5,2213.4,2019-11-02,1001,Shipped,Motorcycles,60,S18_2625,Diecast Classics Inc.,Allentown,USA,Small,Kyung Yu
790,10329,38,138.58,12,5266.04,2019-11-15,989,Shipped,Motorcycles,60,S18_2625,Land of Toys Inc.,NYC,USA,Medium,Kwai Yu
791,10339,30,62.16,1,1864.8,2019-11-23,982,Shipped,Motorcycles,60,S18_2625,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,Akiko Shimamura
792,10362,23,49.67,3,1142.41,2020-01-05,940,Shipped,Motorcycles,60,S18_2625,Technics Stores Inc.,Burlingame,USA,Small,Juri Hirano
793,10374,22,53.3,4,1172.6,2020-02-02,913,Shipped,Motorcycles,60,S18_2625,"Australian Gift Network, Co",South Brisbane,Australia,Small,Tony Calaghan
794,10389,39,179.0,5,6981.0,2020-03-03,884,Shipped,Motorcycles,60,S18_2625,Scandinavian Gift Ideas,Boras,Sweden,Medium,Maria Larsson
795,10402,55,55.72,2,3064.6,2020-04-07,850,Shipped,Motorcycles,60,S18_2625,Auto Canal Petit,Paris,France,Medium,Dominique Perrier
796,10417,36,61.18,6,2202.48,2020-05-13,815,Disputed,Motorcycles,60,S18_2625,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
797,10101,26,145.13,1,3773.38,2018-01-09,1671,Shipped,Vintage Cars,168,S18_2795,"Blauer See Auto, Co.",Frankfurt,Germany,Medium,Roland Keitel
798,10110,31,163.69,1,5074.39,2018-03-18,1604,Shipped,Vintage Cars,168,S18_2795,"AV Stores, Co.",Manchester,UK,Medium,Victoria Ashworth
799,10125,34,190.69,2,6483.46,2018-05-21,1541,Shipped,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",Melbourne,Australia,Medium,Peter Ferguson
800,10139,41,194.06,8,7956.46,2018-07-16,1486,Shipped,Vintage Cars,168,S18_2795,Souveniers And Things Co.,Chatswood,Australia,Large,Adrian Huxley
801,10149,23,183.94,5,4230.62,2018-09-12,1429,Shipped,Vintage Cars,168,S18_2795,Signal Collectibles Ltd.,Brisbane,USA,Medium,Sue Taylor
802,10173,22,156.94,7,3452.68,2018-11-05,1376,Shipped,Vintage Cars,168,S18_2795,Rovelli Gifts,Bergamo,Italy,Medium,Giovanni Rovelli
803,10182,21,145.13,4,3047.73,2018-11-12,1370,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
